,Release Date,Season,Episode,Episode Title,Name,Sentence,emotion_label,emotion_score
19751,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,Will you fight to defend your faith against heretics and apostates?,neutral,0.6213666200637817
19752,2016-06-26,Season 6,Episode 10,The Winds of Winter,loras,I will.,neutral,0.7771809697151184
19753,2016-06-26,Season 6,Episode 10,The Winds of Winter,mace,"No, I can't let them…",sadness,0.38075771927833557
19754,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,"Faith is the way, Father.",neutral,0.8818666338920593
19755,2016-06-26,Season 6,Episode 10,The Winds of Winter,tommen lannister,All right. I'm ready.,neutral,0.8821408152580261
19756,2016-06-26,Season 6,Episode 10,The Winds of Winter,tommen lannister,"I have to go, I'm-- I'm late for the trial.",sadness,0.6457763314247131
19757,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,You mutilated him. You gave me your word.,disgust,0.7827757000923157
19758,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,"I've kept my word. Once the queen mother's trial is concluded, Brother Loras is free to leave.",neutral,0.6157101392745972
19759,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,And where is the queen mother?,neutral,0.7509388327598572
19760,2016-06-26,Season 6,Episode 10,The Winds of Winter,lancel,Her litter never left the Red Keep.,disgust,0.5151292085647583
19761,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,It appears the queen mother doesn't wish to attend her own trial.,sadness,0.43292033672332764
19762,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,Go to the Red Keep and show her the way.,neutral,0.8485859632492065
19763,2016-06-26,Season 6,Episode 10,The Winds of Winter,lancel,Get the others.,neutral,0.9186210036277771
19764,2016-06-26,Season 6,Episode 10,The Winds of Winter,pycelle,Where's the king?,neutral,0.7335401773452759
19765,2016-06-26,Season 6,Episode 10,The Winds of Winter,qyburn,"Elsewhere, I'm afraid.",fear,0.9835392236709595
19766,2016-06-26,Season 6,Episode 10,The Winds of Winter,pycelle,What's the meaning of this? I was told that-- I have more important things to do with my time than waste them in the presence--,neutral,0.4877372682094574
19767,2016-06-26,Season 6,Episode 10,The Winds of Winter,qyburn,"Please, Grand Maester. I bear you no ill will. Please forgive me if you can.",sadness,0.8769976496696472
19768,2016-06-26,Season 6,Episode 10,The Winds of Winter,qyburn,"This pains me, my lord. Whatever your faults, you do not deserve to die alone in such a cold, dark place. But sometimes before we can usher in the new, the old must be put to rest.",sadness,0.8921540975570679
19769,2016-06-26,Season 6,Episode 10,The Winds of Winter,lancel,"The longer you wait, the worse it'll be for you.",disgust,0.6963378190994263
19770,2016-06-26,Season 6,Episode 10,The Winds of Winter,lancel,What are you doing?,surprise,0.6313463449478149
19771,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,There's something wrong.,neutral,0.40180397033691406
19772,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,"You have nothing to fear, Your Grace. The trial will begin shortly.",fear,0.5339834094047546
19773,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,Cersei is not here. Tommen is not here. Why do you think they are not here?,surprise,0.7532942295074463
19774,2016-06-26,Season 6,Episode 10,The Winds of Winter,sparrow,"If the accused is not here, she will be tried regardless. We cannot escape the justice of the gods--",neutral,0.4727459251880646
19775,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,"Forget about the bloody gods and listen to what I'm telling you. Cersei understands the consequences of her absence and she is absent anyway, which means she does not intend to suffer those consequences. The trial can wait. We all need to leave.",anger,0.4556775391101837
19776,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,We all need to leave now!,anger,0.5076053738594055
19777,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,Loras. Stay with me.,neutral,0.8036819696426392
19778,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,Let me through. Let me through. Get out of my way.,anger,0.6874030828475952
19779,2016-06-26,Season 6,Episode 10,The Winds of Winter,margaery tyrell,Let us through!,neutral,0.3046411871910095
19780,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,Confess. Confess.,neutral,0.5505833625793457
19781,2016-06-26,Season 6,Episode 10,The Winds of Winter,septa unella,No.,neutral,0.8298870921134949
19782,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,Confess.,neutral,0.6696792244911194
19783,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,"Confess. It felt good. Beating me, starving me, frightening me, humiliating me. You didn't do it because you cared about my atonement. You did it because it felt good. I understand. I do things because they feel good. I drink because it feels good. I killed my husband because it felt good to be rid of him. I fuck my brother because it feels good to feel him inside me. I lie about fucking my brother… because it feels good to keep our son safe from hateful hypocrites. I killed your High Sparrow… and all his little sparrows… all his septons, all his septas, all his filthy soldiers, because it felt good to watch them burn. It felt good to imagine their shock and their pain. No thought has ever given me greater joy. Even confessing feels good under the right circumstances.",disgust,0.3718598186969757
19784,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,You've always been quiet.,neutral,0.8996644616127014
19785,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,I said my face would be the last thing you saw before you died. Do you remember?,neutral,0.4950100779533386
19786,2016-06-26,Season 6,Episode 10,The Winds of Winter,septa unella,Good. I'm glad to see your face. I'm ready to meet the gods.,joy,0.9814978837966919
19787,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,What? Now? Today? You're not going to die today. You're not going to die for quite a while. Ser Gregor.,surprise,0.663739800453186
19788,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,"This is Ser Gregor Clegane. He's quiet, too.",neutral,0.8244367837905884
19789,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,Your gods have forsaken you. This is your god now.,anger,0.5035218596458435
19790,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,Shame.,disgust,0.9318058490753174
19791,2016-06-26,Season 6,Episode 10,The Winds of Winter,attendant,"I'm very sorry, Your Grace. Very sorry.",sadness,0.9426884055137634
19792,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,For House Lannister!,neutral,0.35088783502578735
19793,2016-06-26,Season 6,Episode 10,The Winds of Winter,men,Hear me roar!,anger,0.7024967670440674
19794,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,For House Frey!,neutral,0.3461920917034149
19795,2016-06-26,Season 6,Episode 10,The Winds of Winter,men,We stand together!,anger,0.8047654628753662
19796,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,"May we stand together through the centuries, good friends to the last.",neutral,0.6804355978965759
19797,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,"And when we drive our swords through our enemies' hearts, may we speak the words of our alliance, “The Freys and the Lannisters send their regards.”",neutral,0.7458871603012085
19798,2016-06-26,Season 6,Episode 10,The Winds of Winter,bronn,"You don't even have to do anything, do you?",anger,0.6087905764579773
19799,2016-06-26,Season 6,Episode 10,The Winds of Winter,bronn,"You just sit there, a rich slab of beef, and all the birds come pecking.",neutral,0.7543342709541321
19800,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,You're welcome to her.,neutral,0.4981366991996765
19801,2016-06-26,Season 6,Episode 10,The Winds of Winter,bronn,She doesn't want me. She wants your golden fingers up her twat.,anger,0.5118098855018616
19802,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,Those two have their eyes on you.,disgust,0.43479564785957336
19803,2016-06-26,Season 6,Episode 10,The Winds of Winter,bronn,"They have their eyes on you, cunt.",disgust,0.5957948565483093
19804,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,Not my type.,neutral,0.5990055799484253
19805,2016-06-26,Season 6,Episode 10,The Winds of Winter,bronn,Not blonde enough?,neutral,0.4863019287586212
19806,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,"Ladies, have you met Ser Bronn of the Blackwater, hero of the Battle of Blackwater Bay.",neutral,0.8214254975318909
19807,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,There you go.,neutral,0.9108739495277405
19808,2016-06-26,Season 6,Episode 10,The Winds of Winter,bronn,Maybe I'm not in the mood.,neutral,0.7415386438369751
19809,2016-06-26,Season 6,Episode 10,The Winds of Winter,bronn,Fuck it.,anger,0.8491751551628113
19810,2016-06-26,Season 6,Episode 10,The Winds of Winter,bronn,No need to call me ser just because I'm an anointed knight.,neutral,0.8879590034484863
19811,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,This came together rather well. Your father would be pleased.,joy,0.8448290228843689
19812,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,I'm sure he would be.,neutral,0.8148390054702759
19813,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,Edmure is back in a cell. Can't go killing my son by law. It wouldn't be right. Give the family a bad name.,anger,0.5552727580070496
19814,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,"So the famous Blackfish killed by footsoldiers, eh? Legendary warrior, everyone said.",neutral,0.7907856106758118
19815,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,"Have you done much fighting yourself, Lord Frey?",neutral,0.6788767576217651
19816,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,I'm a bit old for all that.,neutral,0.7506312131881714
19817,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,"No, but back in your day.",neutral,0.9028214812278748
19818,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,"The purpose of fighting is defeating your enemies, isn't it?",neutral,0.41227200627326965
19819,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,I've defeated mine. Riverrun belonged to House Tully for a thousand years. Now it's mine. What do you call that? Victory.,neutral,0.8821842670440674
19820,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,"Yes, you're a great conqueror.",neutral,0.6357618570327759
19821,2016-06-26,Season 6,Episode 10,The Winds of Winter,walder,"Go on, mock me, boy. You think I mind? The Tullys mocked me for years. The Starks mocked me. Where are they now? You talk about war as if you're an expert but the one battle I remember you fighting, you were captured by Robb Stark, the Young Wolf. But it doesn't matter. Here we are now, two kingslayers. We know what it's like to have them grovel to our faces and snigger behind our backs. We don't mind, do we? Fear is a marvelous thing.",anger,0.409538209438324
19822,2016-06-26,Season 6,Episode 10,The Winds of Winter,jaime lannister,"They don't fear the Freys, though. They fear the Lannisters. We gave you the Riverlands to hold the Riverlands. If we have to ride north and take them back for you every time you lose them, why do we need you?",fear,0.8879889845848083
19823,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,Show me.,neutral,0.8379278779029846
19824,2016-06-26,Season 6,Episode 10,The Winds of Winter,qyburn,"Your Grace, there's no need--",neutral,0.45020148158073425
19825,2016-06-26,Season 6,Episode 10,The Winds of Winter,qyburn,"What are your thoughts concerning the king's funeral? As the Sept of Baelor is no longer an option, perhaps a ceremony in the throne room?",neutral,0.609684944152832
19826,2016-06-26,Season 6,Episode 10,The Winds of Winter,cersei lannister,"He should be with his grandfather, his brother, his sister. Burn him and bury his ashes where the sept once stood.",anger,0.5774106979370117
19827,2016-06-26,Season 6,Episode 10,The Winds of Winter,sam,Hello.,neutral,0.9507735967636108
19828,2016-06-26,Season 6,Episode 10,The Winds of Winter,sam,From Lord Commander Snow at Castle Black.,neutral,0.4523102939128876
19829,2016-06-26,Season 6,Episode 10,The Winds of Winter,sam,I'm-- I'm to be the new maester.,neutral,0.35207900404930115
19830,2016-06-26,Season 6,Episode 10,The Winds of Winter,maester,Oh.,neutral,0.6889093518257141
19831,2016-06-26,Season 6,Episode 10,The Winds of Winter,maester,"According to our records, Jeor Mormont is Lord Commander.",neutral,0.881608247756958
19832,2016-06-26,Season 6,Episode 10,The Winds of Winter,sam,He died.,sadness,0.9210447072982788
19833,2016-06-26,Season 6,Episode 10,The Winds of Winter,maester,We received no report from the maester at Castle Black.,sadness,0.5670386552810669
19834,2016-06-26,Season 6,Episode 10,The Winds of Winter,sam,Maester Aemon became quite ill shortly after the election. He's since passed away. Which is why I'm here.,sadness,0.9621864557266235
19835,2016-06-26,Season 6,Episode 10,The Winds of Winter,maester,This is irregular.,neutral,0.8257793188095093
19836,2016-06-26,Season 6,Episode 10,The Winds of Winter,sam,"Yes, well, I suppose that life is irregular.",neutral,0.7770345211029053
